age,annual_income,loan_amount,credit_score,employment_years,existing_loans,debt_to_income_ratio,loan_term_months,default
30,29895,12795,641,7,4,0.22,48,0
28,56252,5398,689,1,0,0.64,36,0
41,26437,33929,717,0,2,0.25,24,0
26,19773,34963,687,4,0,0.48,24,0
41,88196,13960,611,9,0,0.14,12,0
59,96225,11085,760,1,1,0.25,24,0
44,27173,5506,716,7,3,0.32,36,0
53,23956,9024,442,2,1,0.22,36,1
38,35362,32524,711,2,2,0.44,60,1
48,91711,13424,579,0,0,0.43,12,1
52,39919,9815,509,13,1,0.24,36,1
32,51397,13737,670,1,1,0.08,36,1
62,57668,9665,835,1,1,0.44,24,0
47,53472,5187,645,2,0,0.36,60,1
30,103469,11115,626,1,4,0.28,48,1
62,34202,7136,657,0,0,0.26,24,0
52,46578,17271,841,2,0,0.24,24,1
62,55061,23317,628,3,0,0.48,24,1
46,47834,8714,728,4,2,0.3,36,0
45,26647,15014,618,0,4,0.56,24,0
31,23475,13235,603,7,3,0.71,24,1
43,23231,8585,762,1,1,0.45,36,0
54,70483,3406,561,12,5,0.69,36,1
60,32526,7224,709,1,0,0.46,36,0
43,61984,8386,622,9,1,0.3,12,0
49,51193,14559,589,2,0,0.6,48,0
51,30108,15458,616,3,0,0.33,60,0
27,30486,28139,469,2,0,0.71,60,1
60,52418,7186,565,2,3,0.27,24,1
53,50962,8168,660,4,2,0.49,36,0
41,62693,9073,630,5,2,0.35,60,0
22,38997,11916,574,10,2,0.19,24,0
38,32101,15240,768,4,2,0.22,36,0
53,51789,17293,570,1,2,0.01,48,1
57,99703,4318,764,22,2,0.34,12,0
54,19180,27364,661,5,1,0.43,24,1
40,32875,17707,628,2,0,0.03,24,0
55,65855,22688,657,17,0,0.01,36,0
38,54624,3186,673,15,1,0.22,12,0
44,66337,22007,573,0,3,0.37,36,1
28,39544,7353,575,0,1,0.2,24,0
50,21895,10194,633,0,1,0.37,48,1
64,113068,31583,684,5,0,0.26,36,0
30,84281,19822,703,6,0,0.14,12,0
43,48431,8901,749,6,1,0.46,36,0
31,32182,21541,551,4,0,0.4,36,1
22,38357,16588,678,1,2,0.29,24,0
46,54969,10462,648,0,1,0.07,36,0
56,43225,17773,607,13,0,0.27,60,0
53,48666,10647,810,12,2,0.21,24,0
33,109652,16850,684,1,1,0.27,48,0
60,77795,16722,764,0,1,0.22,48,0
45,27299,18070,380,2,2,0.3,36,1
24,50942,42387,733,0,3,0.3,60,0
62,37790,23556,692,0,0,0.48,48,1
39,56895,24342,706,2,1,0.24,12,0
38,47492,9738,626,1,1,0.36,36,1
57,216176,5375,818,6,2,0.21,24,0
50,60756,11936,634,11,1,0.24,24,0
39,45839,9978,648,11,0,0.25,24,0
43,123192,19144,571,4,2,0.48,48,0
36,54326,11865,646,6,1,0.29,24,1
21,22940,29606,636,3,0,0.32,60,1
32,46063,4705,735,0,1,0.28,24,0
44,66626,11298,700,5,0,0.33,36,0
54,62458,16708,743,2,2,0.32,36,0
28,81031,7440,641,0,0,0.27,36,0
38,52937,22995,622,4,1,0.06,12,0
25,51100,22548,720,1,2,0.26,24,0
46,24312,10313,662,10,2,0.37,36,1
50,105262,65469,461,13,3,0.45,48,1
33,42074,6831,613,0,4,0.12,48,0
39,30038,5956,475,0,2,0.15,36,1
49,182399,10051,584,0,0,0.26,60,0
23,113555,14975,732,12,1,0.28,48,0
46,39187,5074,623,0,4,0.01,48,0
60,19142,19371,628,2,2,0.35,12,0
32,34226,58464,634,0,0,0.49,24,0
22,107965,5791,650,2,1,0.23,48,0
31,53549,15030,623,7,0,0.32,24,0
64,24966,23736,795,2,0,0.39,36,0
48,72547,21150,513,7,3,0.32,36,1
38,44137,48778,668,5,1,0.25,36,0
33,35441,10080,694,3,3,0.25,24,0
57,36812,43984,578,6,1,0.34,48,0
42,94201,12885,701,10,2,0.44,36,0
32,64428,9836,596,7,1,0.34,48,1
22,23317,41253,688,5,0,0.47,48,0
57,58899,10714,549,6,3,0.31,24,0
27,51730,25404,656,0,2,0.32,36,0
46,39727,9940,828,15,0,0.52,12,0
46,40788,6220,577,1,0,0.21,12,0
44,31808,6230,616,2,0,0.45,48,0
32,35197,20401,781,3,0,0.38,48,0
36,56662,7056,748,0,0,0.25,12,0
43,42668,11777,789,4,2,0.18,48,0
60,64398,9047,620,1,0,0.34,24,0
29,33107,7885,677,12,1,0.36,48,0
52,69824,8483,686,10,5,0.55,48,0
35,94581,15128,587,3,0,0.37,48,0
57,48854,2237,560,2,1,0.1,36,0
33,63596,22168,550,0,2,0.38,24,1
25,64849,6142,609,8,0,0.53,24,0
31,38137,6631,547,2,0,0.36,24,0
30,64970,5617,595,1,2,0.39,60,1
33,15768,15701,569,26,2,0.06,24,0
61,12922,32155,690,5,0,0.49,24,0
35,41575,12315,681,0,4,0.22,60,0
62,67287,17363,604,8,1,0.15,12,0
27,46979,18458,622,6,1,0.25,48,1
60,71177,20841,697,2,1,0.36,48,0
48,26879,7316,621,0,1,0.23,48,0
52,76223,34754,602,3,0,0.44,60,1
55,110680,10933,543,7,2,0.15,36,0
35,34606,15813,754,0,2,0.36,12,0
56,72077,12210,520,0,2,0.21,24,0
41,49583,10226,624,4,3,0.3,12,0
26,61139,23476,579,4,0,0.53,36,1
21,110570,19556,661,11,3,0.38,60,0
24,57736,3598,614,8,0,0.36,36,1
31,71841,17179,656,12,1,0.19,36,0
64,26068,47031,582,3,1,0.3,60,1
46,70743,14934,613,7,0,0.25,36,1
57,109645,9833,542,0,0,0.03,60,0
43,30891,10613,569,1,0,0.39,60,1
49,41709,9536,612,5,0,0.15,60,0
41,69082,6704,663,7,2,0.29,48,0
47,61321,11958,638,4,0,0.37,36,0
59,24838,11925,759,3,0,0.23,24,0
60,53234,19150,528,1,1,0.17,60,0
33,41508,9764,629,0,0,0.42,36,0
43,30202,44647,468,10,2,0.11,60,0
36,96602,7615,636,0,0,0.21,60,0
50,49154,14593,596,2,2,0.34,36,1
24,80139,8530,608,10,1,0.31,48,1
60,27263,9670,595,0,0,0.29,36,1
36,65806,11297,684,0,1,0.54,48,1
51,83353,15097,672,5,2,0.42,36,0
62,43430,21627,553,2,1,0.45,60,1
45,38231,10103,631,2,1,0.23,36,1
64,25536,5442,528,4,1,0.57,12,1
32,31760,30387,513,2,2,0.24,48,0
46,39092,7433,682,8,0,0.39,48,0
57,30092,11523,559,17,6,0.38,24,1
53,33390,13809,600,13,1,0.24,36,0
48,53053,12565,667,3,0,0.15,48,0
29,56325,5726,648,2,4,0.3,36,0
32,84577,22409,762,2,6,0.26,60,0
25,33493,2462,549,2,2,0.14,60,1
48,49592,24049,747,2,1,0.24,48,0
55,39781,26737,696,0,0,0.44,36,0
25,38400,22969,710,0,3,0.22,36,1
54,41853,11130,618,7,3,0.43,36,0
54,44440,14438,573,2,4,0.4,36,1
33,55558,8941,657,7,0,0.38,12,1
59,41556,13921,573,3,0,0.65,48,0
62,90550,19486,570,8,2,0.23,60,1
34,20906,6925,662,5,0,0.39,36,0
31,83031,12325,734,1,2,0.33,12,1
62,40771,10033,521,2,2,0.33,36,1
58,44604,27003,754,6,1,0.01,24,0
24,48785,7595,550,2,3,0.23,60,1
53,69760,19451,625,1,2,0.26,24,0
27,31566,12943,626,3,3,0.33,12,0
61,35297,12399,611,1,0,0.12,36,0
28,62961,19804,631,4,2,0.3,12,0
57,20971,10610,660,1,1,0.2,36,0
30,48190,14213,751,11,1,0.18,48,1
63,32896,26021,633,2,1,0.05,24,0
35,29610,8381,576,11,1,0.11,60,1
58,21606,15718,564,1,3,0.27,36,1
35,72124,22670,675,4,1,0.47,24,1
25,53072,17679,715,0,1,0.31,36,1
49,35026,28816,598,7,0,0.33,12,1
39,45148,12432,723,1,0,0.39,36,0
30,28383,19987,823,9,1,0.19,12,0
32,37492,25890,755,3,0,0.15,36,0
24,44392,4841,592,0,1,0.38,48,1
51,50613,10466,732,2,0,0.3,48,0
38,59637,16771,723,7,1,0.43,24,0
36,19872,23210,655,0,2,0.22,24,1
60,59729,15461,721,4,0,0.46,48,0
56,20686,30883,710,3,1,0.19,48,0
45,60825,9696,749,1,2,0.35,24,0
43,44061,6368,696,7,1,0.42,48,0
32,84603,21521,710,0,0,0.2,48,0
54,34988,12483,568,3,0,0.12,48,0
56,72433,8081,649,3,0,0.21,36,0
57,27345,37236,590,0,0,0.31,48,1
23,51686,20913,745,0,4,0.28,36,0
29,17694,19745,541,2,1,0.52,36,1
38,76231,34751,474,3,2,0.2,48,1
63,116242,10590,536,0,3,0.49,48,1
55,34575,31196,631,0,0,0.47,36,1
54,52120,17173,488,1,0,0.3,36,0
61,61201,9378,498,3,2,0.07,36,1
34,22581,13303,703,0,2,0.21,24,1
24,33706,14942,538,6,2,0.45,12,0
49,32679,26046,730,0,2,0.3,12,0
61,163330,5943,544,7,1,0.5,12,1
35,82693,4679,479,1,1,0.32,24,0
48,43978,8328,567,2,2,0.16,36,1
62,72368,12827,546,3,1,0.35,48,1
36,54481,20509,546,2,2,0.62,24,0
32,65941,10150,641,0,3,0.24,24,1
25,28947,17159,663,11,2,0.56,36,0
54,97410,34957,760,1,0,0.72,36,0
62,33393,4819,620,0,1,0.21,60,1
21,34269,12312,672,0,1,0.09,48,0
59,65848,57049,543,18,0,0.19,24,0
52,58272,8721,577,0,2,0.19,48,0
46,49591,8183,754,2,1,0.24,24,0
37,74592,18263,762,0,1,0.36,48,0
47,27432,9721,776,6,0,0.05,12,0
44,123275,25475,639,4,1,0.32,24,0
55,38164,58985,544,3,1,0.42,24,1
62,46901,13972,587,9,2,0.35,36,1
59,124232,69052,623,4,1,0.44,36,0
46,34381,10180,604,15,0,0.41,24,1
58,81758,12081,659,4,0,0.57,60,0
43,44039,7510,710,2,2,0.21,36,0
42,32179,10197,567,0,1,0.7,36,1
24,40462,11577,803,6,3,0.22,36,0
29,65064,17126,655,2,0,0.19,48,1
24,81400,6325,758,4,2,0.32,36,0
27,54874,9793,683,10,1,0.37,60,1
43,22049,9943,822,0,1,0.38,48,0
22,67357,22836,556,7,1,0.54,12,1
44,45657,14328,608,2,3,0.66,48,1
60,28247,14329,609,0,1,0.39,24,0
51,58290,14044,664,4,0,0.62,12,1
51,86415,4690,660,3,0,0.51,24,0
60,49185,35044,681,9,0,0.05,12,0
63,77782,7669,661,3,2,0.44,36,1
54,61771,22789,694,8,0,0.02,36,0
44,62171,11671,611,3,3,0.51,36,0
46,42076,9256,687,2,2,0.43,36,1
36,73817,24989,850,2,1,0.49,36,0
33,77426,6527,650,0,2,0.14,60,0
35,72862,6867,534,4,0,0.43,36,1
47,41902,14683,599,3,1,0.39,36,0
24,80220,14948,613,18,0,0.25,36,0
36,59465,21844,579,2,2,0.39,36,1
50,30146,20536,659,2,0,0.22,60,1
64,40507,12815,713,0,1,0.26,12,1
50,37601,14223,545,4,3,0.49,24,0
56,18143,12244,514,9,1,0.33,36,0
23,80959,31279,847,1,1,0.39,60,0
42,231097,7411,574,0,1,0.36,60,0
42,89695,13615,763,5,0,0.4,12,0
32,53179,21199,710,0,0,0.36,24,0
41,37876,26003,601,2,0,0.03,48,1
24,30867,8949,586,4,1,0.22,24,0
51,52855,7462,601,2,0,0.26,36,0
64,79550,6343,614,1,1,0.06,12,0
51,34986,10875,699,8,1,0.36,36,0
43,176686,15560,538,1,1,0.22,48,0
40,24538,10063,752,0,2,0.2,36,0
35,54844,20323,598,2,0,0.05,48,0
43,50774,12844,532,0,1,0.28,36,1
48,49183,19258,664,5,1,0.38,48,0
36,36885,14593,842,6,0,0.35,24,0
57,51084,4860,582,0,0,0.43,36,0
41,39148,6701,660,5,2,0.28,48,0
35,93334,26749,661,1,2,0.49,48,1
37,110236,7614,800,5,0,0.44,12,0
57,40365,22273,574,6,3,0.31,60,0
33,21536,14410,724,1,1,0.3,36,1
39,57458,7400,536,1,1,0.63,24,0
50,56432,20947,667,8,2,0.27,48,0
38,51668,10030,708,6,1,0.6,36,0
34,63989,14631,730,9,2,0.45,36,0
56,97808,11779,540,2,3,0.21,48,0
56,74346,2637,488,3,2,0.34,24,1
40,63941,20015,634,2,0,0.27,36,0
39,71464,21169,604,3,1,0.23,60,0
64,55588,9932,536,5,1,0.34,36,0
27,30554,19641,545,8,0,0.23,36,0
64,101237,7918,611,1,2,0.22,12,0
24,51600,8015,786,2,1,0.35,24,1
54,30547,15425,551,3,2,0.5,36,1
22,27889,8798,721,3,0,0.29,48,0
25,30980,12363,532,3,1,0.37,48,0
30,26466,7605,589,8,2,0.37,48,0
52,68489,6181,527,10,2,0.21,36,1
62,44911,15132,823,0,2,0.55,48,0
61,72258,15217,726,6,2,0.29,36,0
33,87968,13514,706,3,0,0.24,36,0
59,77295,11221,702,2,1,0.53,60,0
25,67306,8759,585,0,0,0.4,48,0
30,56600,6983,652,0,0,0.48,60,0
30,44570,6820,566,19,0,0.2,48,0
58,46081,9299,850,5,4,0.63,48,0
47,65655,24655,560,3,0,0.16,36,0
41,30313,15345,581,7,1,0.47,24,1
28,47717,16583,778,0,4,0.45,36,0
21,33812,6289,641,4,3,0.32,36,0
48,88123,14934,698,5,0,0.48,36,0
59,70159,16354,643,3,0,0.13,24,0
34,142732,34596,594,1,1,0.34,24,0
41,33561,13210,594,15,1,0.48,24,0
50,35410,10548,719,1,1,0.51,48,0
41,50450,8435,668,0,0,0.48,60,0
29,34107,13847,746,4,1,0.02,60,0
37,64139,11885,745,4,0,0.47,48,0
25,47787,26198,696,7,0,0.39,60,1
51,38397,22952,733,7,3,0.55,24,0
60,84440,7353,692,4,0,0.34,12,0
58,19442,13183,680,1,1,0.07,24,0
63,64283,58016,624,10,1,0.34,36,0
39,37213,5544,514,1,1,0.13,48,1
56,73745,11943,599,0,2,0.38,60,0
53,83127,20983,765,1,1,0.19,48,0
33,15706,11584,673,3,3,0.55,48,1
34,44098,11012,617,1,1,0.36,36,0
53,50468,10079,746,2,3,0.04,12,0
49,15079,7056,614,3,0,0.55,36,0
63,54933,12071,706,1,0,0.7,36,1
56,37645,24726,756,0,1,0.24,24,0
64,26826,6228,698,1,1,0.16,36,0
30,35410,15678,734,7,0,0.17,36,0
51,32478,25524,687,15,0,0.03,48,0
26,36848,13195,497,0,2,0.42,48,1
21,53774,10376,754,5,0,0.24,36,0
27,80067,20022,714,11,1,0.23,60,1
47,47149,7784,625,1,0,0.3,48,1
41,85082,17208,602,8,2,0.55,36,1
48,29057,12089,659,11,0,0.3,36,0
36,52915,13871,554,1,0,0.27,36,1
43,140548,36531,725,0,1,0.19,36,0
40,22130,26734,637,12,0,0.42,36,0
58,21712,32497,578,2,3,0.2,36,1
45,92965,8178,703,0,2,0.27,36,0
48,54735,7236,687,3,0,0.51,24,0
25,36288,17677,715,0,0,0.14,48,0
41,27866,16226,547,11,1,0.09,24,0
38,48146,4081,708,0,0,0.26,36,0
26,52406,16359,792,1,0,0.33,24,1
49,52536,45633,646,7,2,0.41,36,1
39,27730,41698,641,8,0,0.33,36,1
53,41420,8779,538,11,1,0.35,48,1
21,36899,20467,656,3,2,0.59,36,0
23,67725,7836,568,21,1,0.42,36,1
62,28560,12612,743,3,3,0.29,36,0
41,50920,8167,844,7,2,0.34,24,0
55,182976,6624,846,2,2,0.31,48,0
61,27601,22696,581,14,2,0.47,36,1
60,33737,15865,590,5,2,0.55,48,1
23,46773,17439,698,0,2,0.33,36,0
45,11258,19532,631,0,1,0.16,48,1
58,24018,15038,651,11,2,0.53,60,0
40,57259,7168,846,8,2,0.22,24,0
64,44898,15157,563,2,3,0.36,36,1
54,83062,11722,671,3,2,0.01,36,0
41,43518,11910,680,9,1,0.24,36,0
43,41644,7584,734,0,0,0.46,24,0
26,34494,5411,580,0,0,0.44,12,0
33,41298,9505,768,6,1,0.2,12,0
43,26747,18531,670,0,1,0.4,24,0
29,45536,12814,583,2,3,0.01,48,0
37,30163,38944,635,1,1,0.18,48,0
22,26758,12844,730,7,1,0.21,60,1
39,35606,15017,816,0,1,0.49,48,1
39,61425,13493,621,0,1,0.3,36,0
27,52634,7061,819,0,1,0.41,60,0
62,68446,13188,749,1,0,0.45,48,1
62,30895,7037,609,1,4,0.35,48,1
40,48698,12821,698,1,1,0.54,36,0
29,114794,4647,719,2,1,0.22,48,0
37,98593,12814,630,1,1,0.38,60,0
47,25917,14600,598,0,1,0.04,48,0
22,29607,15245,639,4,1,0.45,24,1
56,114546,5649,619,15,0,0.43,12,0
39,61437,17826,672,4,1,0.29,12,1
37,44561,19839,824,7,2,0.26,48,0
25,42141,7518,686,17,3,0.51,24,0
59,54925,24130,794,0,1,0.26,48,0
38,55270,14961,695,3,3,0.49,24,1
27,37549,12885,850,4,0,0.27,36,0
37,45179,18783,584,1,1,0.42,12,1
59,36897,35343,484,4,1,0.15,24,1
56,53336,12277,671,4,5,0.26,12,0
60,33901,9932,681,9,0,0.37,48,0
24,26007,46554,776,8,2,0.64,60,1
58,102507,12043,802,0,2,0.53,24,0
45,47344,16647,525,0,3,0.3,36,1
25,114522,12040,636,1,1,0.54,24,0
50,18654,5093,661,1,2,0.32,48,0
32,23748,11108,557,4,1,0.46,48,0
24,61907,26022,638,1,3,0.32,48,0
44,47364,8218,737,15,2,0.23,24,0
49,27478,29465,742,0,0,0.27,36,0
29,86530,21124,679,1,4,0.07,24,0
24,31731,7313,785,10,1,0.27,12,0
44,89257,6485,677,4,1,0.17,12,1
34,47324,6378,752,3,0,0.4,60,0
25,28710,10454,582,4,4,0.47,60,0
38,35088,6948,588,1,1,0.28,12,0
62,97350,27774,816,7,3,0.14,36,0
39,42240,6567,610,3,1,0.5,60,0
32,79711,7824,731,0,0,0.29,12,1
38,98737,33233,607,0,0,0.52,48,1
37,47088,11406,681,8,1,0.39,24,0
50,43844,17203,639,2,1,0.63,36,1
44,40035,17653,707,7,0,0.32,12,0
31,58457,5582,706,5,3,0.04,36,0
55,104085,21626,597,1,0,0.37,48,0
43,26541,19302,709,0,0,0.21,12,0
37,54697,19761,558,8,1,0.2,36,1
21,53526,8890,788,5,0,0.54,24,1
35,19888,15869,678,1,1,0.39,48,1
52,31453,12042,407,3,1,0.24,36,0
29,34847,14127,545,4,1,0.35,12,0
35,71826,8380,704,0,1,0.35,24,1
48,78391,11918,726,5,3,0.07,36,0
44,19193,24007,618,5,2,0.48,12,1
55,67480,4206,662,0,0,0.46,48,0
42,63257,10726,708,7,2,0.3,48,1
47,65459,19599,754,8,1,0.38,24,0
39,52911,6955,722,1,1,0.17,48,0
32,78843,16987,605,0,2,0.64,36,1
40,88058,17701,759,5,0,0.49,48,0
21,21656,12186,476,0,1,0.27,36,1
41,47840,16006,627,9,1,0.18,60,0
21,43163,35496,699,3,2,0.28,36,1
30,36813,8924,553,12,2,0.23,60,0
52,39055,5809,654,5,2,0.41,48,0
59,53819,10355,694,1,2,0.28,36,0
42,25634,7356,587,3,1,0.08,36,0
38,68549,16831,665,3,1,0.28,36,1
52,40759,10164,552,8,1,0.24,48,0
47,75911,19300,730,9,1,0.47,36,0
48,35955,15910,692,5,1,0.65,36,1
38,34994,8856,709,1,1,0.33,48,0
59,30554,7680,644,3,2,0.36,60,0
49,36055,5791,516,0,1,0.23,36,0
38,32836,25105,639,1,1,0.45,24,1
64,60923,18300,788,1,3,0.32,48,0
28,82747,10441,731,0,0,0.36,24,0
51,59512,19220,789,10,1,0.47,12,0
54,47159,6886,654,0,1,0.44,36,0
27,62532,7903,594,5,1,0.31,24,0
56,48136,7443,696,3,3,0.47,36,1
38,49726,15771,634,8,0,0.6,12,1
58,42052,9294,605,6,1,0.4,48,1
29,74480,5583,511,7,2,0.43,36,1
29,13589,14112,676,2,1,0.44,24,1
28,16874,18841,724,8,3,0.19,24,0
55,81929,12313,556,0,1,0.42,12,1
38,44432,26472,769,2,1,0.33,24,0
25,77545,21626,669,26,2,0.54,24,0
34,36169,26139,658,14,2,0.37,36,0
48,113223,21381,552,0,2,0.27,36,1
50,45786,15390,692,4,1,0.3,48,0
24,61371,6333,557,1,0,0.61,36,0
59,39199,10854,573,6,1,0.8,36,0
40,31301,9823,516,6,3,0.41,12,0
45,20527,7839,850,0,1,0.25,36,0
48,72609,9462,646,9,2,0.15,48,0
32,59737,5548,601,1,1,0.28,36,1
22,51371,22705,646,16,0,0.36,36,1
63,27741,7077,609,11,2,0.27,36,1
34,99482,21762,635,1,1,0.17,24,0
42,51685,29615,679,5,1,0.41,12,0
51,69664,8436,617,1,0,0.3,24,1
43,48947,9578,659,0,1,0.31,24,0
40,28432,18017,836,10,3,0.4,24,0
58,80516,10281,503,0,0,0.3,48,0
24,61413,8267,558,2,2,0.89,24,1
35,44770,17406,689,12,4,0.44,48,0
44,60890,8566,759,0,3,0.14,48,1
45,73774,48177,850,3,3,0.47,24,1
21,68193,18714,683,4,1,0.44,48,0
27,20833,19961,552,7,2,0.4,36,1
51,23269,12659,770,8,0,0.56,24,0
32,70715,40855,659,2,2,0.42,36,1
62,34611,8556,656,6,0,0.21,48,0
25,29018,21086,494,12,3,0.21,60,1
64,59044,5985,743,10,1,0.3,36,0
62,28581,52900,576,3,2,0.48,36,1
58,38577,21849,695,4,1,0.23,36,0
32,75066,7601,655,5,2,0.18,36,0
59,22992,18314,665,8,2,0.75,24,1
38,24732,25276,654,3,1,0.35,36,0
22,21905,7813,589,0,0,0.26,36,1
30,31869,10135,582,2,0,0.01,48,0
35,51090,7360,725,6,0,0.22,24,0
50,35975,17806,648,4,1,0.23,24,0
64,103950,14902,597,7,1,0.35,60,0
37,61553,13613,609,3,1,0.32,12,1
24,48561,8239,705,0,0,0.41,60,1
27,92383,11799,595,0,2,0.16,24,0
61,25199,8695,777,3,0,0.56,36,0
51,75605,17868,637,1,0,0.53,36,0
59,43558,7103,622,20,1,0.21,36,0
54,39039,8272,699,1,1,0.63,48,0
26,66538,21789,627,4,1,0.16,48,0
58,39884,10260,680,0,3,0.21,60,0
54,53688,38428,645,1,0,0.21,48,1
64,46632,15027,511,1,1,0.26,36,1
35,57138,4500,564,6,2,0.21,24,1
34,38042,6035,673,3,1,0.28,36,0
26,77915,9375,613,0,0,0.46,36,0
57,17639,20860,814,2,5,0.31,36,0
52,67538,19627,587,5,1,0.83,36,1
23,19041,9994,545,5,0,0.56,24,1
23,33633,27984,653,0,1,0.54,48,0
42,63651,16272,670,13,2,0.21,12,0
42,17910,11031,720,1,0,0.3,24,0
30,53275,27007,449,11,1,0.28,36,1
23,24694,8230,770,1,1,0.19,48,0
32,30196,18640,545,4,1,0.66,24,0
49,29509,19817,737,2,2,0.51,48,0
37,25042,19361,806,4,1,0.32,24,0
27,20644,12169,709,3,1,0.41,12,0
33,138080,22529,558,0,1,0.36,48,1
22,44746,40333,634,2,1,0.2,60,1
24,26404,12171,710,0,1,0.47,24,0
30,37009,13911,652,5,3,0.36,48,1
59,49927,23273,566,9,1,0.27,36,1
44,40564,11391,657,2,1,0.18,24,0
37,26018,11205,608,3,1,0.44,48,1
26,31269,6660,698,0,2,0.34,48,1
39,88686,4748,565,2,0,0.22,36,0
25,24310,6762,495,0,2,0.53,60,0
52,18061,22418,568,0,4,0.37,36,1
30,40377,7211,513,0,2,0.09,24,1
29,18660,17888,599,10,0,0.57,48,1
47,31104,32571,703,20,1,0.13,48,0
33,26213,14693,618,10,5,0.27,36,0
39,26328,7868,648,17,2,0.36,48,0
41,50754,12340,569,6,2,0.18,36,0
44,55744,16779,651,0,2,0.33,48,1
58,32762,16831,573,4,0,0.59,60,0
24,46761,14331,554,6,0,0.56,24,0
44,31956,19516,631,3,0,0.47,36,0
55,59899,24337,595,4,1,0.5,24,1
23,23415,10017,424,4,0,0.52,36,1
24,53242,31034,643,3,0,0.49,36,1
57,55300,16281,572,1,0,0.38,48,1
60,157627,3514,566,5,1,0.3,36,0
55,20389,11935,761,0,2,0.24,36,0
51,184957,12038,718,0,0,0.26,48,0
64,71563,25542,679,12,0,0.05,60,0
45,122229,9426,654,3,0,0.46,36,1
60,77082,14610,698,8,1,0.41,24,0
33,30583,5701,618,6,1,0.37,36,0
24,68112,8118,656,1,2,0.3,48,0
34,35142,21551,617,8,3,0.41,24,0
33,46907,6420,658,0,1,0.37,36,1
47,27245,23850,672,10,1,0.33,36,0
26,34914,26475,667,5,1,0.47,60,1
37,76763,28136,620,13,0,0.34,36,0
56,61021,33765,705,11,0,0.44,36,0
60,81806,21271,633,2,2,0.49,24,0
55,24369,17244,631,9,0,0.19,36,0
37,19240,19375,504,4,2,0.43,36,1
61,85038,13943,581,0,0,0.01,24,0
22,81947,10676,719,8,1,0.47,36,0
33,54489,21206,712,11,1,0.49,48,0
22,60452,17490,648,0,1,0.47,24,0
48,75547,22656,605,13,1,0.5,24,0
63,53678,11788,662,4,1,0.53,24,0
46,64108,12427,458,0,0,0.34,48,1
42,73674,15167,661,3,1,0.45,48,1
63,46781,12382,550,7,1,0.49,48,0
23,41241,73503,642,3,1,0.25,60,0
55,59339,42645,666,6,4,0.14,36,0
32,152102,13394,622,10,0,0.43,36,0
44,32085,12350,709,10,3,0.46,60,0
25,39522,17459,599,0,0,0.52,24,1
40,20369,10325,591,2,1,0.35,12,1
59,60925,10221,699,0,0,0.37,36,0
59,37610,13708,621,4,2,0.36,12,0
33,24338,10691,757,15,0,0.27,36,0
61,47486,14917,651,1,1,0.47,36,1
32,103498,16681,694,2,1,0.44,36,0
33,41109,1979,724,15,3,0.34,48,0
30,43033,4205,644,6,0,0.36,36,0
53,101503,8033,527,0,0,0.33,48,1
60,48898,15800,700,2,2,0.64,36,0
36,26800,8413,745,22,0,0.44,36,0
55,69182,53426,628,3,1,0.14,48,0
23,86016,22851,729,4,2,0.35,24,0
25,44347,43259,556,6,1,0.3,48,0
46,52325,22927,661,5,0,0.36,60,0
31,25448,5165,627,3,2,0.27,24,0
27,31720,6638,523,0,0,0.49,36,0
30,41501,9829,681,6,0,0.33,36,1
62,50943,6518,578,13,1,0.36,48,0
54,35958,25558,680,14,0,0.39,24,0
23,40725,12147,570,4,0,0.37,36,0
28,46078,15109,516,3,1,0.15,60,0
51,29761,30513,592,2,0,0.22,36,1
31,42855,42447,732,0,0,0.22,36,0
27,87375,11352,637,10,1,0.39,36,0
22,36387,5891,652,0,1,0.26,48,0
26,31242,6548,661,1,2,0.24,36,0
61,139046,26626,658,6,4,0.31,48,0
52,54874,15667,799,6,1,0.43,48,0
40,33308,7832,646,5,0,0.32,48,0
54,67626,20430,497,6,2,0.36,12,0
36,55717,7004,620,3,1,0.32,36,0
45,36860,4612,655,0,1,0.73,24,1
32,47835,4005,549,32,3,0.35,36,1
27,42373,5610,630,11,2,0.29,48,1
59,80421,26752,631,2,2,0.01,36,0
37,68917,11830,792,3,0,0.33,24,0
31,16789,13091,595,2,1,0.59,36,0
26,126938,14945,725,5,0,0.14,36,0
43,42439,7285,638,6,3,0.23,48,1
47,115980,10018,718,1,4,0.68,48,0
26,70124,10614,761,2,3,0.14,60,1
58,55498,7642,680,5,1,0.47,48,1
22,46766,9981,645,22,2,0.31,24,0
42,194733,12419,741,1,0,0.17,48,0
40,42794,11513,532,6,2,0.44,36,0
45,35043,17325,663,2,2,0.01,36,0
35,36656,9982,550,0,0,0.48,36,0
49,49046,33755,713,7,1,0.24,48,1
28,49003,7189,657,5,0,0.17,36,0
57,80984,9718,644,3,0,0.55,48,0
53,71619,16922,620,5,0,0.32,36,0
42,71664,19352,704,10,1,0.48,12,0
25,43733,6478,507,7,1,0.6,36,1
59,68751,12561,802,9,0,0.2,48,0
38,72449,21584,638,1,0,0.01,36,0
58,47114,5107,546,8,1,0.43,24,0
57,56364,12674,439,2,1,0.31,36,1
50,72403,5474,636,0,1,0.42,36,0
51,54479,8202,668,0,1,0.61,60,0
30,57141,14063,674,6,1,0.06,48,0
35,99066,11726,533,1,0,0.26,36,0
62,54693,6738,551,1,2,0.39,60,0
